Admission_rate,Midpoint_of_SAT_scores_at_the_institution__math,In_state_tuition_and_fees,Out_of_state_tuition_and_fees,Average_faculty_salary,Average_cost_of_attendance__academic_year_institutions,Percentage_of_undergraduates_who_receive_a_Pell_Grant,Median_family_income,Control_of_institution,Completion_rate_for_first_time_full_time_target
58,17,38,53,92,22,62,-1,2,0
-1,-1,-1,-1,-1,-1,-1,22,0,0
-1,-1,5,3,42,19,35,-1,2,0
-1,-1,17,30,59,-1,-1,-1,2,0
-1,-1,-1,-1,-1,-1,-1,-1,0,0
-1,-1,-1,-1,-1,-1,88,-1,0,0
-1,-1,-1,-1,-1,-1,-1,-1,0,0
63,29,88,86,74,-1,-1,-1,1,1
-1,-1,18,30,74,-1,-1,-1,2,0
67,13,31,46,45,-1,-1,68,2,0
-1,-1,85,-1,-1,-1,-1,-1,0,0
-1,-1,-1,-1,-1,-1,-1,-1,0,0
83,-1,75,70,33,67,14,-1,0,0
-1,-1,-1,-1,-1,-1,-1,-1,0,0
7,-1,85,82,32,-1,-1,-1,0,0
-1,-1,-1,-1,68,-1,-1,-1,2,0
-1,-1,-1,-1,-1,-1,-1,40,0,0
-1,-1,-1,-1,48,-1,-1,75,2,0
-1,-1,7,1,16,-1,-1,72,2,0
-1,-1,-1,-1,-1,-1,-1,8,1,0
-1,-1,58,49,40,-1,-1,68,0,0
88,-1,28,65,63,27,50,-1,2,0
-1,-1,-1,-1,41,-1,-1,88,2,0
-1,-1,-1,-1,41,-1,-1,83,1,0
-1,-1,-1,-1,-1,-1,-1,-1,0,0
-1,-1,-1,-1,-1,-1,81,-1,0,0
63,32,97,96,91,93,24,-1,1,1
-1,-1,-1,-1,-1,-1,-1,-1,0,0
-1,-1,-1,-1,-1,-1,-1,-1,0,0
9,-1,79,75,55,76,79,-1,0,0
-1,-1,30,64,49,30,57,-1,2,0
-1,-1,57,47,17,-1,-1,-1,0,0
82,8,37,59,42,-1,38,-1,2,0
26,26,77,73,60,-1,-1,-1,1,1
-1,-1,-1,-1,-1,-1,88,-1,0,0
-1,-1,-1,-1,-1,-1,-1,-1,0,0
-1,-1,67,60,36,48,66,-1,0,0
64,13,85,83,77,-1,-1,-1,1,0
-1,-1,14,12,29,5,30,-1,2,0
-1,-1,-1,-1,-1,-1,96,-1,0,0
-1,-1,-1,-1,-1,-1,69,-1,2,0
-1,-1,-1,-1,-1,-1,-1,14,0,0
88,-1,64,56,24,-1,-1,-1,1,1
-1,-1,-1,-1,-1,-1,70,-1,1,0
-1,-1,-1,-1,40,-1,-1,68,2,0
-1,-1,-1,-1,-1,-1,57,-1,0,0
29,17,90,89,70,80,18,-1,1,1
-1,-1,-1,-1,-1,-1,-1,-1,0,0
90,-1,-1,-1,-1,-1,-1,33,0,0
67,-1,83,80,45,70,85,-1,0,0
-1,-1,30,25,78,19,14,-1,2,0
85,-1,-1,-1,3,-1,-1,80,1,0
38,17,64,57,37,53,57,-1,1,0
-1,-1,22,35,40,-1,-1,-1,2,0
-1,-1,-1,-1,-1,-1,-1,9,2,0
-1,-1,-1,-1,-1,-1,51,-1,2,0
-1,-1,13,19,68,-1,-1,56,2,0
-1,-1,-1,-1,-1,-1,-1,-1,2,0
-1,-1,0,6,-1,-1,-1,-1,2,0
58,34,95,95,89,92,28,-1,1,1
-1,-1,13,33,50,-1,-1,-1,2,0
-1,-1,-1,-1,42,-1,-1,55,1,0
-1,-1,49,-1,-1,-1,-1,-1,0,0
-1,-1,63,54,-1,-1,-1,-1,0,0
-1,-1,-1,-1,-1,-1,-1,-1,0,0
-1,-1,67,60,-1,-1,-1,-1,1,0
-1,-1,73,68,65,80,77,-1,0,0
13,-1,95,95,86,-1,-1,96,1,1
-1,-1,64,57,-1,-1,-1,-1,1,0
59,43,87,86,66,-1,-1,97,1,1
-1,-1,-1,-1,-1,-1,-1,-1,2,0
-1,-1,8,1,-1,-1,-1,-1,2,0
38,16,75,70,68,74,30,-1,0,0
-1,-1,64,56,25,76,94,-1,0,0
-1,-1,-1,-1,-1,-1,-1,17,0,0
-1,-1,24,59,82,9,27,-1,2,0
-1,-1,17,3,28,22,67,-1,2,0
-1,-1,-1,-1,-1,-1,-1,-1,2,0
-1,-1,-1,-1,-1,-1,-1,37,0,0
-1,-1,-1,-1,-1,-1,-1,-1,0,0
-1,-1,-1,-1,-1,-1,-1,34,2,0
71,-1,-1,-1,-1,-1,-1,-1,0,0
-1,-1,-1,-1,89,-1,-1,-1,1,0
31,44,34,82,92,37,11,-1,2,1
-1,-1,-1,-1,-1,-1,99,-1,0,0
13,21,26,6,-1,-1,-1,69,1,0
-1,-1,-1,-1,32,-1,-1,-1,2,0
-1,-1,-1,-1,-1,-1,38,-1,0,0
90,-1,-1,-1,-1,-1,74,-1,2,0
73,44,89,88,75,-1,-1,-1,1,1
-1,-1,-1,-1,-1,-1,-1,49,2,0
-1,-1,14,11,84,-1,-1,-1,2,0
-1,-1,-1,-1,85,-1,23,-1,1,0
50,-1,52,39,7,-1,-1,-1,1,0
90,-1,-1,-1,-1,-1,-1,-1,0,0
-1,-1,-1,-1,-1,-1,-1,-1,2,0
-1,-1,-1,-1,0,-1,-1,-1,1,1
-1,-1,81,78,40,-1,-1,49,0,0
-1,-1,-1,-1,-1,-1,-1,-1,1,0
-1,-1,-1,-1,-1,-1,10,-1,0,0
-1,-1,1,0,-1,-1,-1,-1,2,0
41,44,36,57,92,-1,-1,93,2,1
-1,-1,6,4,-1,-1,-1,-1,2,0
-1,-1,61,53,1,59,54,-1,0,0
-1,-1,25,25,32,33,63,-1,2,0
-1,-1,-1,-1,-1,-1,93,-1,0,0
49,-1,55,44,22,-1,-1,53,0,1
-1,-1,-1,-1,-1,-1,-1,67,0,0
-1,-1,-1,-1,-1,-1,0,-1,2,0
-1,-1,72,66,44,67,79,-1,0,0
-1,-1,15,39,37,-1,-1,25,2,0
-1,-1,-1,-1,-1,-1,-1,-1,1,0
48,28,93,92,77,85,6,-1,1,1
-1,-1,-1,-1,-1,-1,-1,47,1,0
-1,-1,-1,-1,-1,-1,-1,-1,0,0
-1,-1,-1,-1,-1,-1,-1,0,0,0
-1,-1,-1,-1,-1,-1,-1,15,0,0
72,-1,73,68,25,42,87,-1,0,0
-1,-1,11,16,20,-1,-1,27,2,0
-1,-1,-1,-1,27,-1,-1,44,0,0
-1,-1,-1,-1,0,-1,-1,-1,1,0
16,50,93,92,96,-1,-1,-1,1,1
-1,-1,-1,-1,-1,-1,-1,-1,0,0
-1,-1,-1,-1,-1,-1,-1,1,0,0
-1,-1,47,31,26,-1,-1,-1,0,1
-1,-1,-1,-1,-1,-1,11,-1,1,0
-1,-1,50,37,13,49,86,-1,0,0
-1,-1,-1,-1,-1,-1,55,-1,0,0
-1,-1,-1,-1,-1,-1,55,-1,0,0
29,-1,86,84,-1,46,94,-1,0,0
-1,-1,-1,-1,-1,-1,-1,68,0,0
-1,-1,35,14,-1,-1,-1,0,0,0
-1,-1,-1,-1,-1,-1,-1,-1,0,0
38,20,51,58,74,-1,-1,-1,2,0
90,10,27,64,60,34,41,-1,2,0
-1,-1,33,-1,-1,-1,-1,-1,2,0
-1,-1,-1,-1,9,-1,-1,-1,1,0
-1,-1,-1,-1,32,-1,-1,39,1,0
-1,-1,-1,-1,19,-1,-1,-1,1,0
-1,-1,33,11,5,-1,96,-1,1,0
-1,-1,-1,-1,-1,-1,39,-1,1,0
-1,-1,-1,-1,-1,-1,-1,1,0,0
-1,-1,-1,-1,8,-1,-1,27,2,0
-1,-1,-1,-1,-1,-1,-1,78,0,0
-1,-1,-1,-1,20,-1,80,-1,0,0
-1,-1,34,13,2,-1,-1,46,1,0
-1,-1,-1,-1,-1,-1,-1,10,0,0
-1,-1,-1,-1,14,-1,-1,65,1,0
-1,-1,-1,-1,5,-1,-1,-1,1,0
-1,-1,-1,-1,-1,-1,-1,-1,1,0
-1,-1,-1,-1,14,-1,-1,-1,1,0
-1,-1,-1,-1,-1,-1,-1,-1,0,0
-1,-1,-1,-1,47,-1,-1,-1,1,0
90,-1,-1,-1,-1,-1,-1,19,0,0
-1,-1,40,21,11,-1,-1,42,0,0
-1,-1,-1,-1,-1,-1,-1,8,1,0
74,-1,-1,-1,-1,-1,-1,-1,0,0
68,46,97,97,80,94,12,-1,1,1
56,20,56,78,78,52,36,-1,2,1
-1,-1,70,64,-1,-1,-1,-1,1,1
-1,-1,49,35,4,56,94,-1,0,0
-1,-1,24,25,79,9,34,-1,2,0
-1,-1,-1,-1,-1,-1,-1,5,0,0
84,18,59,50,33,-1,-1,88,1,1
-1,-1,-1,-1,-1,-1,98,-1,0,0
-1,-1,22,39,88,-1,13,-1,2,0
-1,-1,34,12,-1,-1,-1,-1,2,0
-1,-1,-1,-1,-1,-1,51,-1,0,0
1,-1,92,92,-1,-1,-1,82,1,0
43,44,98,98,90,-1,2,-1,1,1
-1,-1,-1,-1,-1,-1,-1,71,1,0
-1,-1,-1,-1,-1,-1,64,-1,0,0
-1,-1,-1,-1,-1,-1,41,-1,0,0
-1,-1,-1,-1,23,-1,-1,-1,1,0
-1,-1,-1,-1,-1,-1,-1,30,0,0
-1,-1,-1,-1,-1,-1,50,-1,0,0
77,39,39,51,77,-1,-1,-1,2,0
-1,-1,-1,-1,-1,-1,-1,-1,1,0
22,-1,82,79,28,81,67,-1,0,0
-1,-1,60,-1,-1,-1,-1,-1,0,0
90,-1,-1,-1,-1,-1,-1,-1,0,0
-1,-1,-1,-1,-1,-1,42,-1,1,0
19,36,35,81,76,39,18,-1,2,0
-1,-1,26,21,55,-1,-1,-1,2,0
-1,-1,-1,-1,5,-1,-1,26,0,0
-1,-1,-1,-1,59,-1,-1,-1,1,0
-1,-1,-1,-1,-1,-1,-1,-1,3,0
-1,-1,-1,-1,31,-1,-1,-1,2,0
-1,-1,-1,-1,-1,-1,-1,-1,2,0
-1,-1,-1,-1,79,-1,-1,73,1,0
28,20,82,79,50,-1,-1,-1,1,0
86,-1,62,54,-1,-1,-1,67,0,0
-1,-1,13,34,-1,-1,-1,-1,2,0
11,24,93,93,80,87,26,-1,1,0
27,34,76,71,64,-1,-1,86,1,1
-1,-1,-1,-1,-1,-1,0,-1,2,0
-1,-1,-1,-1,32,-1,-1,35,2,0
2,-1,-1,-1,-1,-1,-1,47,2,0
-1,-1,32,25,80,25,51,-1,2,0
-1,-1,61,53,4,60,56,-1,0,0
-1,-1,27,64,62,29,60,-1,2,0
-1,-1,-1,-1,-1,-1,51,-1,2,0
90,-1,68,61,20,-1,-1,-1,0,0
-1,-1,-1,-1,-1,-1,-1,9,0,0
-1,-1,-1,-1,-1,-1,-1,-1,2,0
-1,-1,-1,-1,3,-1,-1,47,0,0
-1,-1,12,14,48,-1,-1,-1,2,0
-1,-1,-1,-1,2,-1,-1,41,0,0
-1,-1,66,59,33,-1,-1,-1,0,0
-1,-1,-1,-1,-1,-1,15,-1,2,0
-1,-1,33,12,-1,-1,-1,-1,0,0
-1,-1,-1,-1,-1,-1,-1,-1,2,0
-1,-1,-1,-1,-1,-1,-1,6,0,0
-1,-1,13,2,-1,-1,-1,-1,2,0
-1,-1,14,49,67,29,37,-1,2,0
-1,-1,-1,-1,21,-1,85,-1,0,0
-1,-1,33,87,79,-1,35,-1,2,0
-1,-1,-1,-1,77,-1,-1,-1,1,0
-1,-1,-1,-1,45,-1,-1,-1,1,0
-1,-1,36,59,68,17,35,-1,2,0
-1,-1,-1,-1,-1,-1,73,-1,0,0
55,-1,77,73,45,-1,-1,-1,0,1
34,-1,-1,-1,-1,-1,-1,-1,0,0
72,-1,-1,-1,-1,-1,3,-1,2,0
-1,-1,5,24,16,-1,-1,22,2,0
-1,-1,-1,-1,-1,-1,88,-1,0,0
-1,-1,-1,-1,-1,-1,-1,-1,0,0
-1,-1,-1,-1,87,-1,-1,-1,1,0
-1,-1,-1,-1,-1,-1,0,-1,0,0
-1,-1,-1,-1,-1,-1,-1,-1,0,0
-1,-1,-1,-1,-1,-1,-1,-1,0,0
10,-1,99,99,97,98,5,-1,1,1
85,-1,79,75,35,-1,-1,-1,0,1
-1,-1,71,-1,-1,-1,-1,-1,0,0
-1,-1,43,25,5,15,97,-1,0,0
-1,-1,1,15,70,-1,-1,38,2,0
58,14,47,86,72,39,40,-1,2,0
-1,-1,-1,-1,-1,-1,-1,-1,0,0
90,-1,-1,-1,-1,-1,-1,0,0,0
17,47,98,98,88,95,2,-1,1,1
-1,-1,-1,-1,-1,-1,-1,-1,0,0
-1,-1,-1,-1,-1,-1,-1,-1,1,0
66,6,86,84,81,76,19,-1,1,0
-1,-1,81,77,35,-1,-1,-1,0,0
11,-1,90,89,65,84,29,-1,0,0
90,-1,-1,-1,18,-1,55,-1,1,0
-1,-1,-1,-1,-1,-1,-1,13,2,0
-1,-1,-1,-1,25,-1,-1,-1,0,0
-1,-1,74,69,14,-1,-1,60,0,0
-1,-1,0,10,91,-1,-1,36,2,0
90,-1,47,32,-1,-1,-1,-1,2,0
-1,-1,-1,-1,41,-1,-1,-1,1,0
60,-1,39,59,53,-1,-1,-1,2,0
19,54,58,96,95,-1,-1,-1,2,1
-1,-1,-1,-1,39,-1,-1,-1,2,0
-1,-1,-1,-1,-1,-1,-1,-1,0,0
-1,-1,-1,-1,-1,-1,-1,14,2,0
61,34,92,92,83,84,27,-1,1,0
-1,-1,-1,-1,-1,-1,-1,-1,0,0
-1,-1,26,24,51,-1,-1,-1,2,0
26,-1,66,58,39,-1,-1,50,0,1
-1,-1,36,-1,-1,-1,-1,-1,3,0
-1,-1,56,46,50,52,78,-1,1,1
-1,-1,-1,-1,-1,-1,90,-1,0,0
-1,-1,-1,-1,-1,-1,91,-1,2,0
-1,-1,-1,-1,-1,-1,-1,-1,1,0
-1,-1,-1,-1,-1,-1,51,-1,0,0
-1,-1,-1,-1,-1,-1,-1,-1,0,0
-1,-1,70,-1,-1,-1,-1,-1,0,0
-1,-1,2,17,95,-1,5,-1,2,0
63,-1,47,32,38,-1,-1,87,1,0
-1,-1,-1,-1,-1,-1,-1,-1,0,0
0,-1,-1,-1,-1,-1,4,-1,2,0
-1,-1,-1,-1,30,-1,-1,72,1,0
-1,-1,-1,-1,94,-1,35,-1,2,0
-1,-1,-1,-1,-1,-1,-1,-1,1,1
-1,-1,-1,-1,-1,-1,-1,-1,0,0
65,-1,33,41,76,-1,-1,91,2,0
-1,-1,16,3,78,-1,-1,57,2,0
-1,-1,-1,-1,-1,-1,81,-1,0,0
36,34,86,84,66,-1,-1,97,1,1
-1,-1,-1,-1,-1,-1,74,-1,0,0
-1,-1,28,34,31,11,36,-1,2,0
16,32,41,57,81,-1,23,-1,2,1
-1,-1,-1,-1,-1,-1,78,-1,0,0
-1,-1,-1,-1,-1,-1,83,-1,0,0
20,-1,60,52,44,-1,-1,-1,1,0
41,-1,-1,-1,-1,-1,-1,-1,0,0
-1,-1,-1,-1,11,-1,-1,86,0,0
-1,-1,-1,-1,57,-1,45,-1,1,0
-1,-1,66,59,79,59,85,-1,0,0
24,35,54,90,87,-1,-1,-1,2,1
84,-1,68,61,54,-1,-1,93,1,1
-1,-1,61,52,28,59,26,-1,0,0
-1,-1,-1,-1,6,-1,-1,-1,0,0
65,-1,79,75,11,-1,-1,-1,1,0
-1,-1,-1,-1,-1,-1,-1,-1,0,0
55,-1,51,38,2,-1,-1,-1,1,1
-1,-1,-1,-1,-1,-1,-1,-1,1,0
55,-1,89,88,63,84,20,-1,1,1
-1,-1,25,33,70,8,18,-1,2,0
55,-1,56,46,34,-1,-1,-1,0,1
66,-1,49,36,13,-1,-1,-1,1,0
52,47,43,56,76,41,10,-1,2,1
52,-1,56,46,4,-1,-1,-1,0,0
-1,-1,-1,-1,69,-1,-1,89,2,1
18,-1,71,65,23,-1,-1,-1,0,1
56,-1,39,19,-1,-1,-1,72,1,0
83,-1,80,77,29,-1,-1,-1,0,0
-1,-1,-1,-1,-1,-1,-1,-1,0,0
-1,-1,-1,-1,47,-1,-1,-1,2,0
-1,-1,-1,-1,0,-1,-1,-1,1,1
-1,-1,-1,-1,-1,-1,-1,-1,0,0
-1,-1,-1,-1,-1,-1,-1,74,0,0
-1,-1,-1,-1,-1,-1,-1,-1,0,0
-1,-1,18,31,78,-1,-1,40,2,0
20,-1,50,37,17,-1,-1,-1,1,1
-1,-1,-1,-1,-1,-1,56,-1,0,0
-1,-1,-1,-1,-1,-1,98,-1,0,0
-1,-1,-1,-1,-1,-1,-1,-1,2,0
-1,-1,64,56,-1,-1,-1,-1,0,0
-1,-1,-1,-1,48,-1,-1,-1,1,1
50,20,74,69,70,-1,-1,-1,1,1
81,-1,68,62,18,48,83,-1,0,0
-1,-1,13,39,44,-1,-1,-1,2,0
-1,-1,77,72,-1,-1,-1,-1,1,1
-1,-1,82,79,39,75,72,-1,0,0
-1,-1,-1,-1,-1,-1,-1,19,0,0
-1,-1,-1,-1,16,-1,-1,63,1,0
-1,-1,30,12,70,15,36,-1,2,0
-1,-1,4,31,94,5,9,-1,2,0
-1,-1,4,7,-1,-1,-1,-1,2,0
-1,-1,-1,-1,-1,-1,-1,12,0,0
-1,-1,38,18,-1,-1,-1,-1,1,0
-1,-1,-1,-1,-1,-1,-1,-1,0,0
-1,-1,-1,-1,-1,-1,-1,-1,0,0
-1,-1,-1,-1,-1,-1,-1,54,0,0
-1,-1,12,14,-1,-1,-1,53,2,0
74,16,81,78,58,-1,-1,-1,1,0
-1,-1,47,31,1,-1,56,-1,1,0
65,-1,63,55,22,-1,-1,50,0,0
21,37,68,62,31,-1,-1,-1,1,0
-1,-1,-1,-1,19,-1,-1,-1,2,0
-1,-1,58,53,15,-1,-1,-1,1,0
-1,-1,58,49,17,56,95,-1,0,0
-1,-1,-1,-1,-1,-1,-1,-1,0,0
-1,-1,-1,-1,-1,-1,49,-1,0,0
-1,-1,9,6,15,-1,-1,-1,2,0
-1,-1,-1,-1,42,-1,-1,73,1,0
-1,-1,-1,-1,96,-1,-1,-1,2,0
-1,-1,84,82,58,-1,22,-1,0,0
-1,-1,72,66,44,65,63,-1,0,0
-1,-1,-1,-1,96,-1,-1,-1,1,0
-1,-1,28,32,-1,-1,-1,-1,2,0
-1,-1,-1,-1,-1,-1,-1,-1,0,0
-1,-1,-1,-1,-1,-1,-1,29,2,0
-1,-1,-1,-1,-1,-1,-1,-1,1,0
-1,-1,-1,-1,-1,-1,-1,-1,0,0
90,-1,-1,-1,9,-1,74,-1,0,0
-1,-1,-1,-1,-1,-1,-1,-1,0,0
-1,-1,5,26,28,-1,-1,-1,2,0
-1,-1,-1,-1,-1,-1,10,-1,0,0
-1,-1,42,86,89,35,53,-1,2,0
56,-1,72,67,42,-1,-1,85,1,0
49,19,91,90,63,-1,31,-1,1,1
-1,-1,-1,-1,-1,-1,-1,-1,0,0
43,-1,77,73,73,-1,-1,97,1,1
-1,-1,-1,-1,-1,-1,-1,-1,1,0
-1,-1,-1,-1,88,-1,-1,-1,2,0
-1,-1,-1,-1,51,-1,-1,-1,1,0
-1,-1,-1,-1,94,-1,-1,89,1,0
-1,-1,75,70,50,72,56,-1,1,0
-1,-1,-1,-1,-1,-1,44,-1,0,0
-1,-1,70,63,35,77,82,-1,0,0
-1,-1,-1,-1,-1,-1,-1,-1,2,0
-1,-1,-1,-1,-1,-1,-1,-1,0,0
61,-1,54,43,52,52,34,-1,1,0
86,13,86,84,49,-1,-1,89,1,1
-1,-1,-1,-1,-1,-1,-1,-1,0,0
-1,-1,66,58,-1,-1,-1,-1,0,0
-1,-1,-1,-1,26,-1,-1,-1,1,0
-1,-1,20,14,46,-1,-1,-1,2,0
-1,-1,69,62,20,49,88,-1,0,0
-1,-1,-1,-1,-1,-1,-1,8,0,0
-1,-1,46,30,47,39,68,-1,1,0
-1,-1,72,66,-1,52,99,-1,1,0
-1,-1,-1,-1,-1,-1,-1,5,0,0
-1,-1,16,29,40,-1,-1,20,2,0
-1,-1,-1,-1,-1,-1,69,-1,0,0
67,18,67,85,94,61,16,-1,2,1
-1,-1,-1,-1,-1,-1,74,-1,0,0
-1,-1,-1,-1,-1,-1,-1,-1,1,0
-1,-1,-1,-1,-1,-1,97,-1,0,0
-1,-1,-1,-1,7,-1,-1,26,0,0
90,-1,54,43,30,-1,-1,-1,1,0
-1,-1,-1,-1,46,-1,-1,-1,1,0
-1,-1,-1,-1,41,-1,-1,87,1,1
-1,-1,-1,-1,-1,-1,66,-1,0,0
-1,-1,-1,-1,-1,-1,-1,-1,1,0
-1,-1,-1,-1,-1,-1,-1,76,1,0
-1,-1,-1,-1,-1,-1,74,-1,0,0
-1,-1,55,44,5,49,39,-1,1,0
-1,-1,35,-1,-1,-1,-1,-1,2,0
-1,-1,-1,-1,-1,-1,40,-1,0,0
-1,-1,-1,-1,-1,-1,99,-1,0,0
-1,-1,-1,-1,77,-1,26,-1,1,0
-1,-1,-1,-1,-1,-1,57,-1,0,0
-1,-1,12,14,19,-1,-1,-1,2,0
-1,-1,2,14,88,-1,-1,-1,2,0
83,1,9,22,55,-1,-1,-1,2,0
-1,-1,50,37,-1,-1,-1,-1,1,0
16,52,95,94,83,-1,-1,97,1,1
-1,-1,2,17,95,2,40,-1,2,0
41,-1,68,61,4,-1,-1,-1,0,1
17,-1,63,55,40,-1,-1,-1,0,1
47,23,87,85,62,67,59,-1,1,0
90,-1,-1,-1,22,-1,-1,-1,0,0
-1,-1,-1,-1,36,-1,-1,80,1,1
-1,-1,19,15,51,-1,-1,66,2,0
-1,-1,1,13,83,-1,-1,-1,2,0
-1,-1,-1,-1,28,-1,-1,75,1,0
5,8,38,50,51,34,82,-1,2,0
-1,-1,-1,-1,-1,-1,81,-1,0,0
-1,-1,-1,-1,-1,-1,50,-1,0,0
64,-1,54,43,1,-1,-1,81,1,0
-1,-1,-1,-1,-1,-1,-1,-1,1,0
-1,-1,-1,-1,31,-1,-1,73,1,0
85,-1,-1,-1,-1,-1,52,-1,0,0
90,-1,-1,-1,-1,-1,47,-1,0,0
-1,-1,34,25,80,17,40,-1,2,0
-1,-1,-1,-1,10,-1,-1,62,0,0
-1,-1,-1,-1,-1,-1,-1,-1,0,0
-1,-1,-1,-1,98,-1,-1,-1,1,0
-1,-1,-1,-1,-1,-1,44,-1,0,0
-1,-1,-1,-1,46,-1,-1,-1,2,0
-1,-1,76,-1,-1,-1,-1,-1,0,0
-1,-1,-1,-1,8,-1,-1,-1,1,0
13,45,99,99,97,98,13,-1,1,1
-1,-1,-1,-1,71,-1,-1,97,1,1
53,37,81,78,-1,-1,-1,91,1,1
28,-1,-1,-1,-1,-1,70,-1,0,0
88,18,26,42,-1,-1,-1,59,2,0
-1,-1,-1,-1,4,-1,-1,-1,1,0
-1,-1,56,45,-1,-1,-1,-1,0,0
-1,-1,-1,-1,4,-1,-1,-1,1,0
-1,-1,-1,-1,-1,-1,2,-1,1,0
-1,-1,-1,-1,-1,-1,-1,44,0,0
90,-1,-1,-1,-1,-1,14,-1,0,0
-1,-1,-1,-1,-1,-1,-1,-1,0,0
-1,-1,-1,-1,-1,-1,0,-1,1,0
90,-1,86,84,16,-1,-1,72,0,0
-1,-1,-1,-1,-1,-1,47,-1,2,0
-1,-1,-1,-1,71,-1,-1,-1,1,0
-1,-1,-1,-1,87,-1,0,-1,1,0
2,-1,-1,-1,-1,-1,-1,-1,2,0
-1,-1,-1,-1,-1,-1,-1,-1,0,0
-1,-1,-1,-1,-1,-1,94,-1,0,0
20,-1,-1,-1,-1,-1,96,-1,1,0
11,-1,76,72,48,-1,-1,-1,0,0
41,19,82,79,53,-1,-1,-1,1,0
-1,-1,-1,-1,-1,-1,-1,-1,1,0
-1,-1,-1,-1,-1,-1,-1,17,2,0
66,14,64,56,37,-1,-1,84,1,0
37,31,91,90,83,-1,-1,-1,1,1
82,-1,-1,-1,-1,-1,48,-1,0,0
87,-1,93,92,60,85,50,-1,1,0
78,8,23,30,55,-1,-1,-1,2,0
-1,-1,-1,-1,51,-1,-1,88,2,0
-1,-1,-1,-1,-1,-1,84,-1,0,0
-1,-1,-1,-1,98,-1,-1,-1,1,0
-1,-1,-1,-1,-1,-1,-1,-1,1,0
25,30,64,84,96,61,24,-1,2,1
-1,-1,53,41,48,33,69,-1,1,0
-1,-1,-1,-1,33,-1,-1,84,1,1
90,-1,-1,-1,-1,-1,-1,-1,0,0
87,14,52,82,69,40,40,-1,2,0
-1,-1,-1,-1,-1,-1,-1,-1,0,0
1,57,97,97,98,-1,-1,-1,1,1
25,32,89,88,52,-1,-1,-1,1,1
-1,-1,-1,-1,0,-1,-1,-1,2,0
-1,-1,-1,-1,-1,-1,60,-1,0,0
0,57,99,99,98,99,12,-1,1,1
-1,-1,-1,-1,28,-1,88,-1,0,0
-1,-1,-1,-1,-1,-1,-1,56,0,0
-1,-1,-1,-1,-1,-1,3,-1,2,0
-1,-1,-1,-1,-1,-1,-1,-1,2,0
-1,-1,-1,-1,-1,-1,-1,-1,0,0
-1,-1,6,28,39,-1,-1,-1,2,0
59,36,26,59,90,-1,-1,-1,2,1
-1,-1,-1,-1,-1,-1,-1,32,2,0
-1,-1,-1,-1,-1,-1,-1,-1,0,0
-1,-1,-1,-1,-1,-1,29,-1,0,0
-1,-1,-1,-1,29,-1,-1,-1,2,0
-1,-1,-1,-1,-1,-1,-1,-1,0,0
36,48,97,96,91,93,11,-1,1,1
-1,-1,-1,-1,-1,-1,-1,-1,1,0
-1,-1,-1,-1,-1,-1,-1,-1,0,0
-1,-1,-1,-1,74,-1,-1,-1,1,0
-1,-1,-1,-1,89,-1,-1,-1,1,0
49,41,91,90,73,-1,-1,97,1,1
87,-1,-1,-1,-1,-1,-1,21,0,0
-1,-1,-1,-1,98,-1,-1,12,2,0
-1,-1,25,41,69,6,14,-1,2,0
-1,-1,30,9,-1,-1,-1,-1,1,0
-1,-1,-1,-1,36,-1,-1,55,2,0
-1,-1,31,72,72,-1,-1,95,2,0
-1,-1,25,21,66,1,59,-1,2,0
-1,-1,-1,-1,78,-1,-1,-1,1,0
-1,-1,10,4,69,-1,-1,16,2,0
-1,-1,-1,-1,-1,-1,64,-1,0,0
78,-1,14,12,17,0,64,-1,2,0
0,57,96,96,97,-1,-1,84,1,1
-1,-1,-1,-1,-1,-1,-1,-1,0,0
-1,-1,3,12,28,-1,-1,-1,2,0
-1,-1,56,46,-1,36,99,-1,0,0
-1,-1,30,29,69,11,66,-1,2,0
75,-1,50,37,15,-1,-1,17,0,1
-1,-1,-1,-1,-1,-1,-1,-1,1,0
76,-1,-1,-1,-1,-1,-1,28,0,0
-1,-1,-1,-1,-1,-1,-1,-1,0,0
-1,-1,22,40,85,3,10,-1,2,0
90,-1,-1,-1,17,-1,44,-1,0,1
79,3,95,95,74,91,47,-1,1,0
-1,-1,8,4,54,-1,-1,-1,2,0
-1,-1,-1,-1,-1,-1,-1,51,0,0
83,26,78,74,62,65,53,-1,1,0
-1,-1,-1,-1,-1,-1,-1,-1,0,0
-1,-1,-1,-1,-1,-1,-1,-1,0,0
-1,-1,53,41,6,-1,-1,-1,0,0
49,37,88,87,79,-1,-1,86,1,1
-1,-1,-1,-1,-1,-1,-1,-1,0,0
-1,-1,-1,-1,-1,-1,-1,-1,2,0
-1,-1,-1,-1,-1,-1,-1,-1,1,0
-1,-1,30,51,63,-1,-1,-1,2,0
90,-1,65,58,11,-1,-1,-1,0,0
-1,-1,-1,-1,29,-1,-1,88,1,0
-1,-1,-1,-1,5,-1,-1,59,0,0
-1,-1,-1,-1,-1,-1,-1,-1,1,0
-1,-1,9,25,-1,-1,-1,28,2,0
28,-1,-1,-1,-1,-1,-1,-1,0,0
-1,-1,-1,-1,36,-1,-1,91,1,1
-1,-1,-1,-1,-1,-1,-1,-1,0,0
-1,-1,-1,-1,-1,-1,-1,-1,2,0
-1,-1,-1,-1,8,-1,-1,-1,0,0
